filepath,label,label_idx,samplerate,frames,duration_s
data/Emotions\Angry\1025_IWW_ANG_XX.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1025_MTI_ANG_XX.wav,Angry,0,16000,39506,2.469125
data/Emotions\Angry\1025_TAI_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1025_TIE_ANG_XX.wav,Angry,0,16000,62462,3.903875
data/Emotions\Angry\1025_TSI_ANG_XX.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1025_WSI_ANG_XX.wav,Angry,0,16000,34701,2.1688125
data/Emotions\Angry\1026_DFA_ANG_XX.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1026_IEO_ANG_HI.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1026_IEO_ANG_LO.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1026_IEO_ANG_MD.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1026_IOM_ANG_XX.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1026_ITH_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1026_ITS_ANG_XX.wav,Angry,0,16000,36837,2.3023125
data/Emotions\Angry\1026_IWL_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1026_IWW_ANG_XX.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1026_MTI_ANG_XX.wav,Angry,0,16000,42175,2.6359375
data/Emotions\Angry\1026_TAI_ANG_XX.wav,Angry,0,16000,46446,2.902875
data/Emotions\Angry\1026_TIE_ANG_XX.wav,Angry,0,16000,56590,3.536875
data/Emotions\Angry\1026_TSI_ANG_XX.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1026_WSI_ANG_XX.wav,Angry,0,16000,51251,3.2031875
data/Emotions\Angry\1027_DFA_ANG_XX.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1027_IEO_ANG_HI.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1027_IEO_ANG_LO.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1027_IEO_ANG_MD.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1027_IOM_ANG_XX.wav,Angry,0,16000,49116,3.06975
data/Emotions\Angry\1027_ITH_ANG_XX.wav,Angry,0,16000,46446,2.902875
data/Emotions\Angry\1027_ITS_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1027_IWL_ANG_XX.wav,Angry,0,16000,52319,3.2699375
data/Emotions\Angry\1027_IWW_ANG_XX.wav,Angry,0,16000,27227,1.7016875
data/Emotions\Angry\1027_MTI_ANG_XX.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1027_TAI_ANG_XX.wav,Angry,0,16000,52853,3.3033125
data/Emotions\Angry\1027_TIE_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1027_TSI_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1027_WSI_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1028_DFA_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1028_IEO_ANG_HI.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1028_IEO_ANG_LO.wav,Angry,0,16000,30964,1.93525
data/Emotions\Angry\1028_IEO_ANG_MD.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1028_IOM_ANG_XX.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1028_ITH_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1028_ITS_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1028_IWL_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1028_IWW_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1028_MTI_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1028_TAI_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1028_TIE_ANG_XX.wav,Angry,0,16000,50717,3.1698125
data/Emotions\Angry\1028_TSI_ANG_XX.wav,Angry,0,16000,30964,1.93525
data/Emotions\Angry\1028_WSI_ANG_XX.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1029_DFA_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1029_IEO_ANG_HI.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1029_IEO_ANG_LO.wav,Angry,0,16000,30964,1.93525
data/Emotions\Angry\1029_IEO_ANG_MD.wav,Angry,0,16000,24558,1.534875
data/Emotions\Angry\1029_IOM_ANG_XX.wav,Angry,0,16000,29896,1.8685
data/Emotions\Angry\1029_ITH_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1029_ITS_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1029_IWL_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1029_IWW_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1029_MTI_ANG_XX.wav,Angry,0,16000,50183,3.1364375
data/Emotions\Angry\1029_TAI_ANG_XX.wav,Angry,0,16000,46446,2.902875
data/Emotions\Angry\1029_TIE_ANG_XX.wav,Angry,0,16000,42175,2.6359375
data/Emotions\Angry\1029_TSI_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1029_WSI_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1030_DFA_ANG_XX.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1030_IEO_ANG_HI.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1030_IEO_ANG_LO.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1030_IEO_ANG_MD.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1030_IOM_ANG_XX.wav,Angry,0,16000,44845,2.8028125
data/Emotions\Angry\1030_ITH_ANG_XX.wav,Angry,0,16000,49116,3.06975
data/Emotions\Angry\1030_ITS_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1030_IWL_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1030_IWW_ANG_XX.wav,Angry,0,16000,37904,2.369
data/Emotions\Angry\1030_MTI_ANG_XX.wav,Angry,0,16000,45912,2.8695
data/Emotions\Angry\1030_TAI_ANG_XX.wav,Angry,0,16000,49116,3.06975
data/Emotions\Angry\1030_TIE_ANG_XX.wav,Angry,0,16000,53920,3.37
data/Emotions\Angry\1030_TSI_ANG_XX.wav,Angry,0,16000,38972,2.43575
data/Emotions\Angry\1030_WSI_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1031_DFA_ANG_XX.wav,Angry,0,16000,34701,2.1688125
data/Emotions\Angry\1031_IEO_ANG_HI.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1031_IEO_ANG_LO.wav,Angry,0,16000,30430,1.901875
data/Emotions\Angry\1031_IEO_ANG_MD.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1031_IOM_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1031_ITH_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1031_ITS_ANG_XX.wav,Angry,0,16000,37905,2.3690625
data/Emotions\Angry\1031_IWL_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1031_IWW_ANG_XX.wav,Angry,0,16000,36837,2.3023125
data/Emotions\Angry\1031_MTI_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1031_TAI_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1031_TIE_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1031_TSI_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1031_WSI_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1032_DFA_ANG_XX.wav,Angry,0,16000,36837,2.3023125
data/Emotions\Angry\1032_IEO_ANG_HI.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1032_IEO_ANG_LO.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1032_IEO_ANG_MD.wav,Angry,0,16000,43777,2.7360625
data/Emotions\Angry\1032_IOM_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1032_ITH_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1032_ITS_ANG_XX.wav,Angry,0,16000,45913,2.8695625
data/Emotions\Angry\1032_IWL_ANG_XX.wav,Angry,0,16000,54454,3.403375
data/Emotions\Angry\1032_IWW_ANG_XX.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1032_MTI_ANG_XX.wav,Angry,0,16000,50183,3.1364375
data/Emotions\Angry\1032_TAI_ANG_XX.wav,Angry,0,16000,48582,3.036375
data/Emotions\Angry\1032_TIE_ANG_XX.wav,Angry,0,16000,63530,3.970625
data/Emotions\Angry\1032_TSI_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1032_WSI_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1033_DFA_ANG_XX.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1033_IEO_ANG_HI.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1033_IEO_ANG_LO.wav,Angry,0,16000,27761,1.7350625
data/Emotions\Angry\1033_IEO_ANG_MD.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1033_IOM_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1033_ITH_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1033_ITS_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1033_IWL_ANG_XX.wav,Angry,0,16000,44845,2.8028125
data/Emotions\Angry\1033_IWW_ANG_XX.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1033_MTI_ANG_XX.wav,Angry,0,16000,37904,2.369
data/Emotions\Angry\1033_TAI_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1033_TIE_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1033_TSI_ANG_XX.wav,Angry,0,16000,30964,1.93525
data/Emotions\Angry\1033_WSI_ANG_XX.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1034_DFA_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1034_IEO_ANG_HI.wav,Angry,0,16000,37904,2.369
data/Emotions\Angry\1034_IEO_ANG_LO.wav,Angry,0,16000,28295,1.7684375
data/Emotions\Angry\1034_IEO_ANG_MD.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1034_IOM_ANG_XX.wav,Angry,0,16000,39506,2.469125
data/Emotions\Angry\1034_ITH_ANG_XX.wav,Angry,0,16000,53921,3.3700625
data/Emotions\Angry\1034_ITS_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1034_IWL_ANG_XX.wav,Angry,0,16000,48582,3.036375
data/Emotions\Angry\1034_IWW_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1034_MTI_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1034_TAI_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1034_TIE_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1034_TSI_ANG_XX.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1034_WSI_ANG_XX.wav,Angry,0,16000,48582,3.036375
data/Emotions\Angry\1035_DFA_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1035_IEO_ANG_HI.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1035_IEO_ANG_LO.wav,Angry,0,16000,27227,1.7016875
data/Emotions\Angry\1035_IEO_ANG_MD.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1035_IOM_ANG_XX.wav,Angry,0,16000,34701,2.1688125
data/Emotions\Angry\1035_ITH_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1035_ITS_ANG_XX.wav,Angry,0,16000,39506,2.469125
data/Emotions\Angry\1035_IWL_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1035_IWW_ANG_XX.wav,Angry,0,16000,37904,2.369
data/Emotions\Angry\1035_MTI_ANG_XX.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1035_TAI_ANG_XX.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1035_TIE_ANG_XX.wav,Angry,0,16000,42175,2.6359375
data/Emotions\Angry\1035_TSI_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1035_WSI_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1036_DFA_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1036_IEO_ANG_HI.wav,Angry,0,16000,50183,3.1364375
data/Emotions\Angry\1036_IEO_ANG_LO.wav,Angry,0,16000,34701,2.1688125
data/Emotions\Angry\1036_IEO_ANG_MD.wav,Angry,0,16000,36837,2.3023125
data/Emotions\Angry\1036_IOM_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1036_ITH_ANG_XX.wav,Angry,0,16000,49650,3.103125
data/Emotions\Angry\1036_ITS_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1036_IWL_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1036_IWW_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1036_MTI_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1036_TAI_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1036_TIE_ANG_XX.wav,Angry,0,16000,50183,3.1364375
data/Emotions\Angry\1036_TSI_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1036_WSI_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1037_DFA_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1037_IEO_ANG_HI.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1037_IEO_ANG_LO.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1037_IEO_ANG_MD.wav,Angry,0,16000,45912,2.8695
data/Emotions\Angry\1037_IOM_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1037_ITH_ANG_XX.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1037_ITS_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1037_IWL_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1037_IWW_ANG_XX.wav,Angry,0,16000,46446,2.902875
data/Emotions\Angry\1037_MTI_ANG_XX.wav,Angry,0,16000,49650,3.103125
data/Emotions\Angry\1037_TAI_ANG_XX.wav,Angry,0,16000,49116,3.06975
data/Emotions\Angry\1037_TIE_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1037_TSI_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1037_WSI_ANG_XX.wav,Angry,0,16000,50717,3.1698125
data/Emotions\Angry\1038_DFA_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1038_IEO_ANG_HI.wav,Angry,0,16000,48582,3.036375
data/Emotions\Angry\1038_IEO_ANG_LO.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1038_IEO_ANG_MD.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1038_IOM_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1038_ITH_ANG_XX.wav,Angry,0,16000,45912,2.8695
data/Emotions\Angry\1038_ITS_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1038_IWL_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1038_IWW_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1038_MTI_ANG_XX.wav,Angry,0,16000,43777,2.7360625
data/Emotions\Angry\1038_TAI_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1038_TIE_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1038_TSI_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1038_WSI_ANG_XX.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1039_DFA_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1039_IEO_ANG_HI.wav,Angry,0,16000,36523,2.2826875
data/Emotions\Angry\1039_IEO_ANG_LO.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1039_IEO_ANG_MD.wav,Angry,0,16000,29363,1.8351875
data/Emotions\Angry\1039_IOM_ANG_XX.wav,Angry,0,16000,46446,2.902875
data/Emotions\Angry\1039_ITH_ANG_XX.wav,Angry,0,16000,37905,2.3690625
data/Emotions\Angry\1039_ITS_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1039_IWL_ANG_XX.wav,Angry,0,16000,51251,3.2031875
data/Emotions\Angry\1039_IWW_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1039_MTI_ANG_XX.wav,Angry,0,16000,48582,3.036375
data/Emotions\Angry\1039_TAI_ANG_XX.wav,Angry,0,16000,38972,2.43575
data/Emotions\Angry\1039_TIE_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1039_TSI_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1039_WSI_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1040_DFA_ANG_XX.wav,Angry,0,16000,36409,2.2755625
data/Emotions\Angry\1040_IEO_ANG_HI.wav,Angry,0,16000,36837,2.3023125
data/Emotions\Angry\1040_IEO_ANG_LO.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1040_IEO_ANG_MD.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1040_IOM_ANG_XX.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1040_ITH_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1040_ITS_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1040_IWL_ANG_XX.wav,Angry,0,16000,43243,2.7026875
data/Emotions\Angry\1040_IWW_ANG_XX.wav,Angry,0,16000,40040,2.5025
data/Emotions\Angry\1040_MTI_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1040_TAI_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1040_TIE_ANG_XX.wav,Angry,0,16000,46446,2.902875
data/Emotions\Angry\1040_TSI_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1040_WSI_ANG_XX.wav,Angry,0,16000,45379,2.8361875
data/Emotions\Angry\1041_DFA_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1041_IEO_ANG_HI.wav,Angry,0,16000,37905,2.3690625
data/Emotions\Angry\1041_IEO_ANG_LO.wav,Angry,0,16000,28829,1.8018125
data/Emotions\Angry\1041_IEO_ANG_MD.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1041_IOM_ANG_XX.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1041_ITH_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1041_ITS_ANG_XX.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1041_IWL_ANG_XX.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1041_IWW_ANG_XX.wav,Angry,0,16000,33100,2.06875
data/Emotions\Angry\1041_MTI_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1041_TAI_ANG_XX.wav,Angry,0,16000,44845,2.8028125
data/Emotions\Angry\1041_TIE_ANG_XX.wav,Angry,0,16000,43777,2.7360625
data/Emotions\Angry\1041_TSI_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1041_WSI_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1042_DFA_ANG_XX.wav,Angry,0,16000,30964,1.93525
data/Emotions\Angry\1042_IEO_ANG_HI.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1042_IEO_ANG_LO.wav,Angry,0,16000,27227,1.7016875
data/Emotions\Angry\1042_IEO_ANG_MD.wav,Angry,0,16000,29363,1.8351875
data/Emotions\Angry\1042_IOM_ANG_XX.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1042_ITH_ANG_XX.wav,Angry,0,16000,43777,2.7360625
data/Emotions\Angry\1042_ITS_ANG_XX.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1042_IWL_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1042_IWW_ANG_XX.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1042_MTI_ANG_XX.wav,Angry,0,16000,38972,2.43575
data/Emotions\Angry\1042_TAI_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1042_TIE_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1042_TSI_ANG_XX.wav,Angry,0,16000,31498,1.968625
data/Emotions\Angry\1042_WSI_ANG_XX.wav,Angry,0,16000,37905,2.3690625
data/Emotions\Angry\1043_DFA_ANG_XX.wav,Angry,0,16000,26693,1.6683125
data/Emotions\Angry\1043_IEO_ANG_HI.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1043_IEO_ANG_LO.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1043_IEO_ANG_MD.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1043_IOM_ANG_XX.wav,Angry,0,16000,30964,1.93525
data/Emotions\Angry\1043_ITH_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1043_ITS_ANG_XX.wav,Angry,0,16000,29897,1.8685625
data/Emotions\Angry\1043_IWL_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1043_IWW_ANG_XX.wav,Angry,0,16000,28829,1.8018125
data/Emotions\Angry\1043_MTI_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1043_TAI_ANG_XX.wav,Angry,0,16000,37905,2.3690625
data/Emotions\Angry\1043_TIE_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1043_TSI_ANG_XX.wav,Angry,0,16000,34701,2.1688125
data/Emotions\Angry\1043_WSI_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1044_DFA_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1044_IEO_ANG_HI.wav,Angry,0,16000,50717,3.1698125
data/Emotions\Angry\1044_IEO_ANG_LO.wav,Angry,0,16000,46980,2.93625
data/Emotions\Angry\1044_IEO_ANG_MD.wav,Angry,0,16000,37904,2.369
data/Emotions\Angry\1044_IOM_ANG_XX.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1044_ITH_ANG_XX.wav,Angry,0,16000,50183,3.1364375
data/Emotions\Angry\1044_ITS_ANG_XX.wav,Angry,0,16000,51251,3.2031875
data/Emotions\Angry\1044_IWL_ANG_XX.wav,Angry,0,16000,55522,3.470125
data/Emotions\Angry\1044_IWW_ANG_XX.wav,Angry,0,16000,37904,2.369
data/Emotions\Angry\1044_MTI_ANG_XX.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1044_TAI_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1044_TIE_ANG_XX.wav,Angry,0,16000,50183,3.1364375
data/Emotions\Angry\1044_TSI_ANG_XX.wav,Angry,0,16000,38438,2.402375
data/Emotions\Angry\1044_WSI_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1045_DFA_ANG_XX.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1045_IEO_ANG_HI.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1045_IEO_ANG_LO.wav,Angry,0,16000,41642,2.602625
data/Emotions\Angry\1045_IEO_ANG_MD.wav,Angry,0,16000,29363,1.8351875
data/Emotions\Angry\1045_IOM_ANG_XX.wav,Angry,0,16000,39506,2.469125
data/Emotions\Angry\1045_ITH_ANG_XX.wav,Angry,0,16000,42175,2.6359375
data/Emotions\Angry\1045_ITS_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1045_IWL_ANG_XX.wav,Angry,0,16000,47514,2.969625
data/Emotions\Angry\1045_IWW_ANG_XX.wav,Angry,0,16000,42175,2.6359375
data/Emotions\Angry\1045_MTI_ANG_XX.wav,Angry,0,16000,44311,2.7694375
data/Emotions\Angry\1045_TAI_ANG_XX.wav,Angry,0,16000,51785,3.2365625
data/Emotions\Angry\1045_TIE_ANG_XX.wav,Angry,0,16000,52853,3.3033125
data/Emotions\Angry\1045_TSI_ANG_XX.wav,Angry,0,16000,45913,2.8695625
data/Emotions\Angry\1045_WSI_ANG_XX.wav,Angry,0,16000,50717,3.1698125
data/Emotions\Angry\1046_DFA_ANG_XX.wav,Angry,0,16000,36523,2.2826875
data/Emotions\Angry\1046_IEO_ANG_HI.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1046_IEO_ANG_LO.wav,Angry,0,16000,33634,2.102125
data/Emotions\Angry\1046_IEO_ANG_MD.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1046_IOM_ANG_XX.wav,Angry,0,16000,37371,2.3356875
data/Emotions\Angry\1046_ITH_ANG_XX.wav,Angry,0,16000,34701,2.1688125
data/Emotions\Angry\1046_ITS_ANG_XX.wav,Angry,0,16000,41108,2.56925
data/Emotions\Angry\1046_IWL_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1046_IWW_ANG_XX.wav,Angry,0,16000,34167,2.1354375
data/Emotions\Angry\1046_MTI_ANG_XX.wav,Angry,0,16000,42709,2.6693125
data/Emotions\Angry\1046_TAI_ANG_XX.wav,Angry,0,16000,35235,2.2021875
data/Emotions\Angry\1046_TIE_ANG_XX.wav,Angry,0,16000,36409,2.2755625
data/Emotions\Angry\1046_TSI_ANG_XX.wav,Angry,0,16000,29363,1.8351875
data/Emotions\Angry\1046_WSI_ANG_XX.wav,Angry,0,16000,37905,2.3690625
data/Emotions\Angry\1047_DFA_ANG_XX.wav,Angry,0,16000,32566,2.035375
data/Emotions\Angry\1047_IEO_ANG_HI.wav,Angry,0,16000,40574,2.535875
data/Emotions\Angry\1047_IEO_ANG_LO.wav,Angry,0,16000,32032,2.002
data/Emotions\Angry\1047_IEO_ANG_MD.wav,Angry,0,16000,36837,2.3023125
data/Emotions\Angry\1047_IOM_ANG_XX.wav,Angry,0,16000,36303,2.2689375
data/Emotions\Angry\1047_ITH_ANG_XX.wav,Angry,0,16000,48048,3.003
data/Emotions\Angry\1047_ITS_ANG_XX.wav,Angry,0,16000,45379,2.8361875
